,age,job,marital
1320,37,blue-collar,married
1321,35,blue-collar,married
1322,33,blue-collar,divorced
1323,49,technician,married
1324,43,technician,married
1325,43,entrepreneur,married
1326,39,blue-collar,married
1327,47,blue-collar,married
1328,30,services,divorced
1329,51,admin.,divorced
1330,59,blue-collar,married
1331,31,blue-collar,married
1332,39,unemployed,married
1333,43,blue-collar,married
1334,30,blue-collar,married
1335,37,blue-collar,married
1336,42,blue-collar,married
1337,37,blue-collar,married
1338,37,admin.,divorced
1339,37,blue-collar,single
1340,36,management,single
1341,48,blue-collar,married
1342,43,services,married
1343,28,blue-collar,married
1344,30,admin.,divorced
1345,60,entrepreneur,married
1346,31,blue-collar,married
1347,38,entrepreneur,married
1348,50,technician,married
1349,36,blue-collar,married
1350,50,unemployed,married
1351,54,entrepreneur,married
1352,33,management,married
1353,20,entrepreneur,single
1354,24,blue-collar,married
1355,28,management,single
1356,55,housemaid,married
1357,25,blue-collar,married
1358,41,admin.,married
1359,39,blue-collar,married
1360,27,blue-collar,married
1361,27,blue-collar,married
1362,34,blue-collar,married
1363,25,technician,single
1364,48,management,married
1365,36,blue-collar,single
1366,36,blue-collar,married
1367,27,blue-collar,married
1368,45,management,married
1369,28,blue-collar,married
1370,30,technician,single
1371,43,blue-collar,married
1372,32,admin.,single
1373,29,services,single
1374,35,blue-collar,married
1375,43,admin.,married
1376,35,unknown,married
1377,36,admin.,married
1378,36,admin.,married
1379,48,admin.,married
1380,38,blue-collar,single
1381,38,blue-collar,single
1382,45,admin.,married
1383,35,technician,married
1384,42,services,married
1385,56,blue-collar,married
1386,30,technician,married
1387,45,blue-collar,married
1388,39,services,single
1389,36,blue-collar,married
1390,32,admin.,married
1391,29,admin.,single
1392,34,blue-collar,married
1393,36,self-employed,single
1394,33,management,married
1395,43,unemployed,married
1396,31,services,married
1397,35,blue-collar,married
1398,42,admin.,married
1399,35,blue-collar,married
1400,44,blue-collar,married
1401,36,technician,divorced
1402,47,admin.,married
1403,59,technician,married
1404,29,blue-collar,single
1405,30,services,single
1406,38,blue-collar,married
1407,45,management,single
1408,28,self-employed,single
1409,37,blue-collar,married
1410,38,entrepreneur,married
1411,28,admin.,single
1412,31,technician,divorced
1413,37,blue-collar,married
1414,36,housemaid,divorced
1415,54,housemaid,married
1416,53,retired,married
1417,43,unemployed,married
1418,49,admin.,married
1419,32,self-employed,divorced
1420,36,services,married
1421,50,blue-collar,single
1422,51,blue-collar,divorced
1423,38,blue-collar,married
1424,44,self-employed,married
1425,29,blue-collar,married
1426,46,blue-collar,divorced
1427,32,unemployed,divorced
1428,43,blue-collar,divorced
1429,53,admin.,married
1430,43,blue-collar,married
1431,35,services,single
1432,49,admin.,divorced
1433,35,blue-collar,married
1434,40,services,single
1435,29,services,divorced
1436,43,blue-collar,married
1437,47,blue-collar,married
1438,38,technician,married
1439,48,technician,married
1440,53,retired,married
1441,53,management,married
1442,51,blue-collar,married
1443,35,services,married
1444,31,entrepreneur,divorced
1445,46,entrepreneur,married
1446,28,blue-collar,married
1447,38,admin.,married
1448,28,self-employed,single
1449,50,technician,married
1450,32,management,single
1451,31,blue-collar,divorced
1452,39,blue-collar,married
1453,41,blue-collar,married
1454,31,admin.,married
1455,54,blue-collar,married
1456,34,blue-collar,married
1457,51,services,married
1458,45,blue-collar,single
1459,32,admin.,divorced
1460,28,student,married
1461,40,management,married
1462,55,admin.,divorced
1463,41,self-employed,single
1464,57,services,divorced
1465,44,entrepreneur,married
1466,29,blue-collar,single
1467,38,admin.,single
1468,34,blue-collar,married
1469,36,technician,single
1470,39,services,divorced
1471,30,blue-collar,married
1472,35,services,married
1473,60,entrepreneur,married
1474,35,blue-collar,married
1475,38,self-employed,single
1476,57,blue-collar,divorced
1477,44,technician,divorced
1478,40,entrepreneur,married
1479,46,technician,divorced
1480,50,technician,married
1481,45,management,married
1482,57,services,married
1483,35,admin.,single
1484,38,blue-collar,married
1485,30,services,divorced
1486,25,services,divorced
1487,52,self-employed,single
1488,37,technician,single
1489,60,retired,divorced
1490,42,blue-collar,married
1491,37,blue-collar,married
1492,43,services,married
1493,33,services,unknown
1494,32,technician,married
1495,41,technician,married
1496,37,blue-collar,married
1497,39,blue-collar,married
1498,36,services,married
1499,38,blue-collar,married
1500,33,admin.,married
1501,41,services,divorced
1502,58,services,married
1503,44,blue-collar,single
1504,36,blue-collar,married
1505,33,admin.,married
1506,30,technician,married
1507,44,blue-collar,married
1508,32,admin.,married
1509,38,admin.,married
1510,41,blue-collar,married
1511,40,services,married
1512,33,blue-collar,married
1513,28,admin.,single
1514,46,blue-collar,married
1515,35,technician,married
1516,40,admin.,married
1517,36,services,married
1518,38,management,married
1519,36,services,married
1520,40,admin.,married
1521,31,services,married
1522,47,technician,married
1523,35,technician,single
1524,29,admin.,single
1525,29,blue-collar,single
1526,35,self-employed,married
1527,33,services,single
1528,41,management,divorced
1529,54,admin.,married
1530,31,admin.,single
1531,55,technician,married
1532,38,admin.,married
1533,41,services,married
1534,49,unemployed,married
1535,39,services,married
1536,34,blue-collar,divorced
1537,39,services,divorced
1538,37,services,married
1539,45,blue-collar,married
1540,49,admin.,married
1541,43,blue-collar,married
1542,40,management,married
1543,42,admin.,married
1544,47,services,single
1545,56,entrepreneur,married
1546,43,management,married
1547,34,blue-collar,married
1548,29,admin.,divorced
1549,53,entrepreneur,married
1550,50,entrepreneur,married
1551,51,self-employed,married
1552,20,entrepreneur,single
1553,41,blue-collar,married
1554,47,blue-collar,married
1555,48,technician,married
1556,29,entrepreneur,married
1557,28,technician,single
1558,31,blue-collar,single
1559,29,blue-collar,single
1560,42,blue-collar,married
1561,40,blue-collar,single
1562,33,management,married
1563,33,services,single
1564,34,management,divorced
1565,36,admin.,married
1566,35,admin.,married
1567,38,technician,divorced
1568,31,blue-collar,single
1569,30,blue-collar,married
1570,42,admin.,single
1571,27,technician,single
1572,39,retired,single
1573,38,admin.,married
1574,30,management,married
1575,52,housemaid,married
1576,38,admin.,married
1577,54,technician,married
1578,29,admin.,single
1579,32,blue-collar,married
1580,28,admin.,married
1581,30,admin.,married
1582,44,technician,married
1583,37,blue-collar,married
1584,48,admin.,married
1585,25,blue-collar,married
1586,49,blue-collar,married
1587,60,technician,married
1588,29,admin.,single
1589,55,technician,married
1590,41,blue-collar,married
1591,39,services,single
1592,39,management,married
1593,31,admin.,married
1594,38,services,married
1595,32,technician,married
1596,53,housemaid,divorced
1597,37,admin.,married
1598,34,self-employed,married
1599,31,admin.,married
1600,39,unemployed,married
1601,39,unemployed,married
1602,39,unemployed,married
1603,37,admin.,married
1604,30,blue-collar,married
1605,32,blue-collar,married
1606,37,technician,married
1607,27,blue-collar,married
1608,32,unknown,unknown
1609,33,blue-collar,single
1610,47,blue-collar,single
1611,40,blue-collar,married
1612,38,blue-collar,married
1613,33,services,married
1614,54,admin.,married
1615,51,services,married
1616,41,blue-collar,single
1617,51,blue-collar,married
1618,55,services,married
1619,39,admin.,single
1620,37,self-employed,married
1621,39,blue-collar,married
1622,33,management,married
1623,33,management,married
1624,59,management,married
1625,55,technician,married
1626,53,blue-collar,married
1627,36,services,married
1628,40,services,married
1629,37,technician,single
1630,56,housemaid,divorced
1631,32,admin.,married
1632,38,management,married
1633,28,services,married
1634,30,blue-collar,married
1635,45,management,married
1636,60,housemaid,married
1637,32,student,single
1638,39,unemployed,single
1639,56,services,married
1640,31,blue-collar,married
1641,20,entrepreneur,single
1642,42,blue-collar,married
1643,46,admin.,married
1644,28,technician,single
1645,41,admin.,single
1646,33,admin.,divorced
1647,43,admin.,married
1648,43,admin.,married
1649,47,unemployed,married
1650,24,technician,single
1651,31,blue-collar,married
1652,25,services,divorced
1653,35,blue-collar,married
1654,58,blue-collar,married
1655,35,blue-collar,married
1656,35,blue-collar,married
1657,25,admin.,married
1658,31,blue-collar,married
1659,39,admin.,married
1660,39,blue-collar,married
1661,37,blue-collar,married
1662,36,unemployed,divorced
1663,45,unemployed,married
1664,30,blue-collar,married
1665,60,retired,married
1666,37,admin.,divorced
1667,28,services,single
1668,45,admin.,married
1669,31,entrepreneur,single
1670,49,unemployed,single
1671,46,unknown,married
1672,36,services,divorced
1673,33,technician,divorced
1674,27,services,single
1675,60,retired,married
1676,60,retired,married
1677,27,services,single
1678,39,blue-collar,married
1679,39,services,married
1680,35,unknown,single
1681,56,admin.,single
1682,39,admin.,married
1683,35,entrepreneur,married
1684,35,technician,divorced
1685,58,management,married
1686,29,management,single
1687,32,blue-collar,married
1688,35,management,married
1689,26,admin.,married
1690,31,technician,married
1691,33,blue-collar,married
1692,39,blue-collar,divorced
1693,49,blue-collar,married
1694,31,admin.,married
1695,31,admin.,married
1696,49,blue-collar,married
1697,49,blue-collar,married
1698,31,entrepreneur,married
1699,36,management,married
1700,52,management,married
1701,37,blue-collar,single
1702,40,blue-collar,divorced
1703,36,blue-collar,single
1704,34,technician,single
1705,39,management,single
1706,39,management,single
1707,58,retired,divorced
1708,56,services,married
1709,29,blue-collar,single
1710,39,admin.,married
1711,31,technician,married
1712,60,management,married
1713,39,blue-collar,married
1714,49,admin.,divorced
1715,45,unemployed,married
1716,32,blue-collar,married
1717,41,technician,married
1718,32,services,married
1719,46,services,married
1720,28,services,single
1721,51,blue-collar,married
1722,50,services,single
1723,35,admin.,married
1724,24,services,single
1725,51,blue-collar,married
1726,59,admin.,married
1727,33,technician,married
1728,36,unemployed,single
1729,24,services,single
1730,30,blue-collar,single
1731,49,admin.,married
1732,38,technician,married
1733,34,admin.,married
1734,25,technician,single
1735,35,unemployed,married
1736,43,entrepreneur,married
1737,36,unemployed,single
1738,36,unemployed,single
1739,37,technician,married
1740,36,self-employed,married
1741,32,admin.,divorced
1742,33,blue-collar,single
1743,42,services,married
1744,37,admin.,married
1745,35,admin.,married
1746,50,admin.,married
1747,48,admin.,married
1748,50,management,single
1749,39,technician,divorced
1750,33,management,single
1751,29,admin.,married
1752,33,admin.,married
1753,41,admin.,single
1754,46,blue-collar,married
1755,27,services,single
1756,42,admin.,single
1757,44,admin.,married
1758,37,housemaid,married
1759,24,services,single
1760,30,blue-collar,married
1761,53,management,married
1762,36,entrepreneur,married
1763,24,services,single
1764,49,entrepreneur,married
1765,41,blue-collar,married
